text,majority_label,severity,labels,annotator_ids,targets
hey goyims my name is abraham and i just talked to god and what did he say to you that the land of the arabs belongs to me,2,High,"2, 2, 2","228, 233, 223","Jewish, Arab"
my dear fellow moslems who live in europe you need to understand two facts <number> europe has never in history accepted your so called prophet and your religion islam <number> from the european perspective islam is just superstition of uneducated arabs and you will never change this attitude never,2,High,"2, 2, 1","202, 223, 231","Islam, Arab, None"
nothing in this photo violates any laws however i do see you reposting advocacy of violence in your timeline so i am going to chalk it up as you being another fed,1,Medium,"1, 1, 1","223, 231, 228",None
shoutout to all the selfless young women that used to show us they titties on oovoo back in the day you are appreciated,1,Medium,"1, 1, 1","7, 6, 25",None
that what my gramma always says if u do not have anything nice to say about someone do not say anything just call them a nigger and move on 🎓,0,Low,"0, 2, 0","68, 13, 4",African
how can the kike apologist negate this one you can not admit it they are scum everything you learned in school except math and grammar was a lie,0,Low,"0, 0, 0","46, 4, 54",Jewish
sesso gratis mature sexy celeb feet free big movies lokal saxy video white halter bikini top,1,Medium,"1, 1, 1","25, 6, 8",None
lol david hogg fbi false flag specialist father alright david you failed as punishment you are a full on faggot now here your new boyfriend from our fbi assets department now queer it up for the camera,0,Low,"0, 0, 0","218, 222, 199",Homosexual
beadle a muzzie loving moron,2,High,"0, 2, 2","4, 39, 1",Islam
oh well then he just a moron full accelerationism would have been the route to go if the cunt had been elected with trump it an absolutely retarded play,2,High,"2, 0, 2","221, 225, 235","Other, Women, None"
gang rape tommy fuck jews streetshitter420 maga gab gab torba gtkrwn turkroach fuckbees gabcoin qlarp trusttheplan,0,Low,"0, 0, 0","211, 203, 201",Jewish
events of karbala are for every muslim to mourn and not only shias,1,Medium,"1, 1, 1","207, 204, 225",Islam
no need to dox i read an article that west point has already opened an investigation into this dumbassery he fucked up big time making sich a retarded political statement while in uniform i reckon the only place left for him to go will be starbucks,2,High,"1, 2, 2","200, 223, 231","Other, None"
if you want a picture of the future imagine a voice squatting on a refugee dream — ocassionally,1,Medium,"1, 1, 1","37, 127, 4","Refugee, None"
<user> do not give up now kike we are just getting started found this one on j date for you she only screwed about <number> niggers she perfect for a beta yid like you she will only cuck you on the weekends <happy>,0,Low,"0, 0, 2","4, 123, 13","Women, African, Jewish"
a chinaman he forced to sell we got it for pennies on the dollar b noir detour,1,Medium,"0, 1, 1","4, 9, 18","Asian, None"
thanks to dems la is the new detroit ghetto shat hole <user> ‍ l.a. homeless crisis grows despite political promises many speeches and millions of dollars how do we fix this vote the corrupt dems out,2,High,"2, 2, 1","203, 202, 204","Other, None"
<user> <user> the dregs of islamic state should be tried in syria and jailed,2,High,"0, 2, 2","202, 221, 212",Islam
subscribe to my channel faggots <number> youtube com c drezekiel,2,High,"2, 2, 2","228, 223, 233",Homosexual
we need to make some remakes of old films and replace classical music with rap music and be sure and have black men making love to white women cause that will get all the black men to come and watch the ghetto movies,2,High,"2, 2, 2","202, 206, 200","Women, African"
paul i like you and appreciate what you are doing but you are being a retard right now,2,High,"2, 2, 2","221, 225, 235","Men, None"
save this for the next time a goatfucker uses a truck,0,Low,"0, 0, 2","217, 235, 212","Men, Islam, Women, Arab"
get this nigga zion some lugz those soles strong as shit,1,Medium,"1, 1, 1","16, 6, 7",None
no to globalism political islam pc racism open borders yes to free speech patriotism secularism equality between men women black white yellow right wing but anti nazi and anti islam colored man with good education and job life gives you opportunities take or dont cry,1,Medium,"2, 1, 1","205, 200, 211","Islam, None"
can not help but feel that mexico perhaps unintentionally or perhaps in an effort to stay in our good standing trade wise let a caravan of illegal immigrants into their own country for the sole purpose of justifying the border wall,1,Medium,"1, 2, 1","204, 212, 207","Hispanic, Refugee"
<user> you mean the wypepo dindu nuffin damn,0,Low,"1, 0, 0","10, 54, 4","African, None"
antifa faggots are nothing but lactating manginas who will attack a woman when there are no men around to defend her just like the inbred low iq retarded muslims they both deserve the same punishment,0,Low,"0, 0, 0","200, 223, 231","Islam, Homosexual, Other"
<user> i hate you,2,High,"2, 2, 0","223, 212, 209","Jewish, None"
the only way for world peace is to get rid of all jews if you have not learned this yet just look around and see who is behind every nasty event ever after ww2 its the jews,0,Low,"0, 0, 0","202, 200, 223",Jewish
fuck syria and sand niggers,0,Low,"0, 2, 0","225, 207, 204","Islam, Arab"
i need a new gay hashtag i got cute pictures to post dammit,2,High,"2, 2, 1","209, 229, 235","Homosexual, None"
<user> false headline hillary clinton sexual assault allegations are less important than democrats winning in <number> she never said that <user> begins w a false premise clinton found it politically useful to hype up the myth that women everywhere were being raped and abused,1,Medium,"1, 1, 1","3, 1, 114",None
<user> not all arabs if you are too stupid to realize that islam and its adherents are what you are describing i can not help ya,1,Medium,"1, 2, 1","202, 207, 221","Islam, Other"
why the fuck is this fatneck musclehead retard on my tl holy shit,2,High,"2, 2, 2","199, 245, 235","Christian, None"
democrats have next obama readying in the wings a muslim doctor that what they call diversity i call it stupid 👹,2,High,"2, 1, 2","233, 221, 202","Islam, Other"
you are a kike loving nigger who still uses your mom insults you should just do the world a favor and attach yourself to the end of a rope,0,Low,"0, 0, 0","132, 51, 1","African, Jewish"
bitches b a different type dumb ain t no way i am holding a nigga in jail down you all lives must be very boring,2,High,"2, 2, 2","130, 122, 38","African, Nonreligious, Women, Heterosexual, Minority"
<user> milky spores we think we have moles and the milky spores will kill their food source grubs,1,Medium,"1, 1, 1","6, 43, 25",None
<user> bitch stay in your damn nazi lane we do not accept you,0,Low,"0, 1, 0","205, 213, 209","Other, Caucasian, None"
he the faggot who goes on and on about people calling don lemon a nigger because trump said shithole,2,High,"2, 2, 0","221, 202, 231","Other, African, Homosexual"
uh he wasn t a kid and i am positive heaven is not being turned into a nigger ghetto,2,High,"2, 2, 0","233, 207, 250","Men, African, Christian, Heterosexual, None"
<user> social justice that cute cause that is not what that verse is about at all nowhere there does it say shame all white cisgendered men scripture does say there is therefore no male nor female jew or gentile therefore your criticism while valued is invalid,1,Medium,"1, 1, 1","5, 25, 70",None
angry bald dyke,0,Low,"2, 0, 0","4, 50, 3","Women, Homosexual"
<user> <user> love this faggot slutty voice,2,High,"2, 0, 2","25, 135, 4",Homosexual
shrinking the bloated wasteful epa is a good start we need dept of education to vanish completely federal funding of marxist colleges and planned parenthood needs to stop hb1 visa program should end social programs for legal and illegal immigrants should end time to stop spending,2,High,"2, 0, 2","202, 200, 230","Other, Women, Refugee"
what happened zhids happened,0,Low,"0, 0, 1","4, 43, 46","Jewish, None"
not only is my english teacher a lesbian but she also listens to tyler the creator makig her a shrine as we speak,1,Medium,"1, 2, 1","235, 209, 224","Women, Homosexual, None"
according to the democrats rinos mainstream media liberals progressives and social justice warriors this murdering pos deserves amnesty and sanctuary because he is a dreamer apparently this man victim and the victim family are not entitled to dreams because only criminal immigrants and invaders can have dreams,2,High,"2, 2, 2","201, 199, 222",Refugee
if liberals truly do not believe it is a problem if european magazines and media display black people middle easterners and asians as europeans then why do they think it is a problem if they do not either race matters or it does not can not have it both ways,1,Medium,"1, 2, 1","201, 222, 211","African, Asian, Arab, None, Caucasian"
i have said to this to an extent before but i wanna be clear on my stance if you are not cisgender heteroromantic and heterosexual and wish to identify as queer i say you can period,1,Medium,"1, 1, 1","46, 84, 18",None
<user> immigrants hit back <number> times harder their really small,2,High,"1, 2, 2","199, 235, 203",Refugee
<user> <user> <user> <user> that still does not dismiss the fact that the kk started as a white christian conservative group also you should care about white supremacy it is a growing problem also i am pretty sure republicans have passed systematic laws to keep poc oppressed,1,Medium,"2, 1, 1","101, 10, 17",None
fucking hell man yes i know a tall chinaman too why must everyone think anecdotes trump statistics you people are going to kill us all,1,Medium,"1, 1, 2","211, 207, 212","Asian, None"
<user> this nigga is now spamming me with his triggered responses lol why is he upset that i described sand nigger language sounds like pubes stuck in one throat let us not even kid ourselves,0,Low,"0, 0, 2","4, 62, 19","Islam, African, Arab"
white men and black men would be amazing allies if white men did not have their superiority complex that did not include bm cause bm definitely have their superiority complex over women and queer people in their community you all should be one big intolerant violent group,1,Medium,"1, 1, 1","34, 9, 17",None
